Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Monster Hunter Frontier Online,2010.0,Role-Playing,Capcom,0.13,,
Shin Megami Tensei: Digital Devil Saga,2004.0,Role-Playing,Ghostlight,0.13,78.0,8.2
Deception IV: Blood Ties,2014.0,Action,Tecmo Koei,0.13,67.0,7.5
Rango: The Video Game,2011.0,Action,Electronic Arts,0.13,68.0,8
Assassination Classroom: Grand Siege on Kuro-sensei,2015.0,Action,Namco Bandai Games,0.13,,
Cars 2,2011.0,Racing,Disney Interactive Studios,0.13,,
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,2005.0,Misc,Sega,0.13,,
Mystic Ark,1995.0,Role-Playing,Enix Corporation,0.13,,
One Piece: Unlimited World Red,2014.0,Action,Namco Bandai Games,0.13,67.0,7.8
Cabela's Dangerous Hunts 2009,2008.0,Sports,Activision Value,0.13,39.0,1.8
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004.0,Action,Konami Digital Entertainment,0.13,48.0,5.6
Tom Clancy's Splinter Cell: Double Agent,2006.0,Action,Ubisoft,0.13,61.0,7.4
Eat Lead: The Return of Matt Hazard,2009.0,Shooter,D3Publisher,0.13,51.0,6.5
Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005.0,Action,Konami Digital Entertainment,0.13,,
Backyard Baseball,2003.0,Sports,Infogrames,0.13,70.0,9.4
Star Wars: Lethal Alliance,2006.0,Action,Ubisoft,0.13,61.0,7
Naruto Shippuden: Kizuna Drive,2010.0,Action,Namco Bandai Games,0.13,57.0,5
Under Night In-Birth,2014.0,Fighting,Nippon Ichi Software,0.13,,
Sega GT,2000.0,Racing,Sega,0.13,84.0,7.7
Steel Battalion: Heavy Armor,2012.0,Misc,Capcom,0.13,38.0,2.4
Green Lantern: Rise of the Manhunters,2011.0,Action,Warner Bros. Interactive Entertainment,0.13,59.0,7.2
Legends of Wrestling,2002.0,Fighting,Acclaim Entertainment,0.13,50.0,6.8
Fit in Six,2011.0,Sports,Ubisoft,0.13,,7
Gunstar Heroes,1992.0,Shooter,Sega,0.13,,
All-Star Baseball 2004,2003.0,Sports,Acclaim Entertainment,0.13,74.0,8.4
Tamagotchi no Pichi Pichi Omisecchi,2010.0,Action,Namco Bandai Games,0.13,,
Shining Wind,2007.0,Role-Playing,Sega,0.13,,
Dokapon Kingdom,2008.0,Role-Playing,Sting,0.13,73.0,8.3
Onechanbara: Bikini Samurai Squad,2006.0,Action,D3Publisher,0.13,39.0,6.4
Portal Runner,2001.0,Platform,3DO,0.13,53.0,6.7
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,2004.0,Misc,Nintendo,0.13,,
Warriors Orochi 2,2008.0,Action,Tecmo Koei,0.13,52.0,8.5
Hyperdevotion Noire: Goddess Black Heart,2014.0,Role-Playing,Idea Factory,0.13,68.0,7.1
Assault: Retribution,1998.0,Action,Telstar,0.13,,
Sengoku Basara 3 Utage,2011.0,Action,Capcom,0.13,,
Spartan: Total Warrior,2005.0,Action,Sega,0.13,73.0,8.8
City Crisis,2001.0,Simulation,Take-Two Interactive,0.13,63.0,6.2
Zapper: One Wicked Cricket!,2002.0,Platform,Infogrames,0.13,,
Victorious: Time to Shine,2011.0,Action,D3Publisher,0.13,,6.5
Star Wars: Clone Wars,2003.0,Shooter,LucasArts,0.13,,
High Rollers Casino,2004.0,Misc,Mud Duck Productions,0.13,,7.8
Advent Rising,2005.0,Action,THQ,0.13,68.0,7.5
Torino 2006,2006.0,Sports,Take-Two Interactive,0.13,,
Nobunaga no Yabou: Ranseiki,2002.0,Strategy,Tecmo Koei,0.13,,
Derby Stallion Advance,2002.0,Sports,Enterbrain,0.13,,
The X-Factor,2010.0,Misc,Deep Silver,0.13,,
Monopoly Party,2002.0,Misc,Infogrames,0.13,,
TOCA Race Driver 2: Ultimate Racing Simulator,2004.0,Racing,Codemasters,0.13,,
DT Racer,2005.0,Racing,XS Games,0.13,,3.8
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013.0,Sports,Sega,0.13,,
World Cup Golf: Professional Edition,1995.0,Sports,U.S. Gold,0.13,,
NBA 2K13,2012.0,Sports,Take-Two Interactive,0.13,85.0,7
Black Dawn,1996.0,Simulation,Virgin Interactive,0.13,,
428: Fuusa Sareta Shibuya de,2008.0,Adventure,Sega,0.13,,
7 Wonders of the Ancient World,2007.0,Puzzle,Funsta,0.13,60.0,8.3
Warriors of Might and Magic,2001.0,Adventure,3DO,0.13,,
Gungnir: Mayari no Gunshin to Eiyuu Sensou,2011.0,Role-Playing,Atlus,0.13,,
X-Men: Next Dimension,2002.0,Fighting,Activision,0.13,63.0,8.2
Dynasty Warriors 5 Empires,2006.0,Action,Tecmo Koei,0.13,61.0,8.2
Fuse (Insomniac),2013.0,Shooter,Electronic Arts,0.13,,
WipeOut 3 The Game,2012.0,Action,Activision,0.13,,
7th Dragon 2020-II,2013.0,Role-Playing,Sega,0.13,,
Doukyuusei 2,1997.0,Role-Playing,NEC Interchannel,0.13,,
Aikatsu! 365 Idol Days,2014.0,Adventure,Namco Bandai Games,0.13,,
SkullMonkeys,1998.0,Platform,DreamWorks Interactive,0.13,,
Burnout,2002.0,Racing,Acclaim Entertainment,0.13,75.0,6.6
Baroque,2007.0,Role-Playing,Rising Star Games,0.13,60.0,8.8
SBK 2011: FIM Superbike World Championship,2011.0,Racing,Black Bean Games,0.13,,
Jurassic: The Hunted,2009.0,Shooter,Activision,0.13,60.0,7.2
Dynasty Warriors: Gundam Reborn,2013.0,Action,Namco Bandai Games,0.13,,
Little Battlers eXperience: Wars,2013.0,Strategy,Level 5,0.13,,
Hour of Victory,2007.0,Shooter,Midway Games,0.13,37.0,3
Indianapolis 500 Legends,2007.0,Racing,Destineer,0.13,47.0,6.7
Crash Tag Team Racing,2005.0,Racing,Vivendi Games,0.13,69.0,7.8
Freedom Fighters,2003.0,Shooter,Electronic Arts,0.13,83.0,7.8
Yu-Gi-Oh! GX: Tag Force,2006.0,Strategy,Konami Digital Entertainment,0.13,,
NBA 2K17,2016.0,Sports,Take-Two Interactive,0.13,,2
Mega Man X Collection,2006.0,Misc,Capcom,0.13,75.0,9.2
Detana TwinBee Yahho! Deluxe Pack,1995.0,Shooter,Konami Digital Entertainment,0.13,,
Last Ranker,2010.0,Role-Playing,Capcom,0.13,,
Quantum Redshift,2002.0,Racing,Microsoft Game Studios,0.13,70.0,8.1
The History Channel: Great Battles - Medieval,2010.0,Strategy,Slitherine Software,0.13,,
Smash Court Tennis Pro Tournament 2,2004.0,Sports,Sony Computer Entertainment,0.13,74.0,9.1
Brothers in Arms: Double Time,2008.0,Shooter,Ubisoft,0.13,45.0,6.6
Power Pro Kun Pocket 13,2010.0,Sports,Konami Digital Entertainment,0.13,,
Armed and Dangerous,2003.0,Shooter,LucasArts,0.13,79.0,7.2
Football Manager 2012,2011.0,Sports,Sega,0.13,,
Project CARS,2015.0,Racing,Slightly Mad Studios,0.13,83.0,7.1
Teenage Mutant Ninja Turtles: Arcade Attack,2009.0,Action,Ubisoft,0.13,36.0,4.8
World Soccer Winning Eleven 2002,2002.0,Sports,Konami Digital Entertainment,0.13,,
Actua Tennis,1997.0,Sports,Gremlin Interactive Ltd,0.13,,
Resident Evil,2006.0,Action,Capcom,0.12,,
Sonic Jam,1997.0,Platform,Sega,0.12,,
Puella Magi Madoka Magica Portable,2012.0,Role-Playing,Namco Bandai Games,0.12,,
Peter Jacobsen's Golden Tee Golf,2000.0,Sports,Infogrames,0.12,,
Avatar: The Last Airbender - Into the Inferno,2008.0,Adventure,THQ,0.12,,
Deadpool,2015.0,Action,Activision,0.12,,5.7
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1998.0,Sports,Sega,0.12,,
Just Cause 2,2010.0,Action,Square Enix,0.12,84.0,7.7
Crush3D,2012.0,Platform,Sega,0.12,71.0,7.4
LEGO Marvel's Avengers,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,,6.6
High Velocity: Mountain Racing Challenge,1995.0,Racing,Atlus,0.12,,
NeverDead,2012.0,Shooter,Konami Digital Entertainment,0.12,50.0,4.7
Capcom vs. SNK 2: Millionaire Fighting 2001,2001.0,Fighting,Capcom,0.12,,
Criticom,1996.0,Fighting,Vic Tokai,0.12,,
Mega Man X: Command Mission,2004.0,Role-Playing,Capcom,0.12,67.0,7.3
SCORE International Baja 1000: The Official Game,2008.0,Racing,Activision,0.12,,
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,0.12,74.0,7.4
DiRT Rally,2016.0,Racing,Codemasters,0.12,86.0,8
NHL 2K7,2006.0,Sports,Take-Two Interactive,0.12,79.0,6.6
Worms 3D,2003.0,Strategy,Sega,0.12,70.0,7.8
Gladiator Begins,2010.0,Action,PQube,0.12,59.0,8
Clock Tower: The First Fear,1997.0,Adventure,Human Entertainment,0.12,,
Sleeping Dogs,2012.0,Action,Square Enix ,0.12,81.0,8.2
Kidou Senshi Gundam Seed Battle Destiny,2012.0,Action,Namco Bandai Games,0.12,,
Diner Dash: Sizzle & Serve,2007.0,Puzzle,Eidos Interactive,0.12,,
Impossible Mission,2007.0,Platform,System 3 Arcade Software,0.12,61.0,4.8
"Kilari: Na-san, Mon Meilleur Ami",2006.0,Simulation,Konami Digital Entertainment,0.12,,
Strikers 1945,1998.0,Shooter,Midas Interactive Entertainment,0.12,63.0,8.2
Ochaken no Heya DS,2006.0,Simulation,MTO,0.12,,
Fire ProWrestling S: 6Men Scramble,1996.0,Fighting,Human Entertainment,0.12,,
Pryzm Chapter One: The Dark Unicorn,2002.0,Adventure,TDK Mediactive,0.12,59.0,5.2
Gundam Battle Royale,2006.0,Action,Namco Bandai Games,0.12,,
F1 2016 (Codemasters),2016.0,Racing,Codemasters,0.12,,
Eat Lead: The Return of Matt Hazard,2009.0,Shooter,D3Publisher,0.12,53.0,7
Zen-Nippon Pro Wrestling: Ouja no Kon,1999.0,Fighting,Human Entertainment,0.12,,
NASCAR 2005: Chase for the Cup,2004.0,Racing,Electronic Arts,0.12,,
Are You Smarter than a 5th Grader? Game Time,2009.0,Puzzle,THQ,0.12,,1.3
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",2008.0,Misc,D3Publisher,0.12,,
Guilty Gear X,2001.0,Fighting,Sammy Corporation,0.12,79.0,7.8
Obscure: The Aftermath,2008.0,Action,Playlogic Game Factory,0.12,53.0,8.1
One Piece: Pirate Warriors 2,2013.0,Action,Namco Bandai Games,0.12,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014.0,Misc,Namco Bandai Games,0.12,,
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,2010.0,Role-Playing,Namco Bandai Games,0.12,,
Etrian Odyssey V,2016.0,Role-Playing,Atlus,0.12,,
Disney's PK: Out of the Shadows,2002.0,Platform,Ubisoft,0.12,49.0,5
Echo Night,1998.0,Adventure,From Software,0.12,,
Wild ARMs 5 (jp sales),2006.0,Role-Playing,505 Games,0.12,,
Record of Agarest War Zero,,Strategy,Ghostlight,0.12,50.0,6.7
Colony Wars III: Red Sun,2000.0,Simulation,Psygnosis,0.12,,
Magic: The Gathering - Battlemage,1997.0,Strategy,Acclaim Entertainment,0.12,,
Rocksmith,,Misc,Unknown,0.12,78.0,8.1
James Bond 007: Legends,2012.0,Shooter,Activision,0.12,,
Conception II: Children of the Seven Stars,2013.0,Role-Playing,Screenlife,0.12,62.0,7.7
The King of Fighters '94,1994.0,Fighting,SNK,0.12,,
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,2008.0,Adventure,Tecmo Koei,0.12,,
All Kamen Rider: Rider Generation,2011.0,Action,Namco Bandai Games,0.12,,
The King of Fighters '98 Ultimate Match,2008.0,Fighting,Ignition Entertainment,0.12,,
Puzzle Quest: Challenge of the Warlords,2007.0,Puzzle,D3Publisher,0.12,78.0,7
Chessmaster: The Art of Learning,2008.0,Misc,Ubisoft,0.12,64.0,8.4
Guardian's Crusade,1998.0,Role-Playing,Activision,0.12,,
MotoGP 3 - Official Game of MotoGP,2003.0,Racing,Namco Bandai Games,0.12,,
Lego Star Wars: The Force Awakens,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,,7.8
Makai Kingdom: Chronicles of the Sacred Tome,2005.0,Role-Playing,Tecmo Koei,0.12,77.0,7.3
Lemony Snicket's A Series of Unfortunate Events,2004.0,Platform,Activision,0.12,70.0,7.2
Gundam Breaker 3,2016.0,Action,Namco Bandai Games,0.12,,
Neopets Petpet Adventures: The Wand of Wishing,2006.0,Adventure,Sony Computer Entertainment,0.12,66.0,7.7
M&M's Kart Racing,2008.0,Racing,Zoo Digital Publishing,0.12,,
Bomberman Party Edition,1998.0,Puzzle,Virgin Interactive,0.12,79.0,8.3
Ice Age: Dawn of the Dinosaurs,2009.0,Action,Activision,0.12,68.0,7.5
SingStar Vol. 3,2008.0,Misc,Sony Computer Entertainment,0.12,,
Star Trek: Conquest,2007.0,Strategy,Bethesda Softworks,0.12,49.0,4.9
My Fitness Coach: Club,2011.0,Sports,Ubisoft,0.12,,
Major League Baseball 2K8 Fantasy All-Stars,2008.0,Sports,Take-Two Interactive,0.12,59.0,7
Eyeshield 21: Max Devil Power,2006.0,Role-Playing,Nintendo,0.12,,
Summon Night 3,2012.0,Role-Playing,Namco Bandai Games,0.12,,
O.D.T.: Escape... Or Die Trying,1997.0,Adventure,Psygnosis,0.12,,
Madden NFL 06,2005.0,Sports,Electronic Arts,0.12,66.0,6.3
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,,Strategy,,0.12,,
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,2007.0,Shooter,Namco Bandai Games,0.12,,
San Goku Shi V,1996.0,Strategy,Tecmo Koei,0.12,,
Red Faction II,2003.0,Shooter,THQ,0.12,74.0,5.8
Go! Sudoku,2005.0,Puzzle,Sony Computer Entertainment,0.12,,
Daikaijyuu Monogatari II,1996.0,Role-Playing,Hudson Soft,0.12,,
Voodoo Vince,2003.0,Platform,Microsoft Game Studios,0.12,73.0,8.4
Gundam Memories: Tatakai no Kioku,2011.0,Action,Namco Bandai Games,0.12,,
Everybody Dance,2011.0,Misc,Sony Computer Entertainment,0.12,66.0,6.8
Kaijuu Busters,2009.0,Action,Namco Bandai Games,0.12,,
Blackwater,2011.0,Shooter,505 Games,0.12,37.0,4.5
Tom Clancy's Ghost Recon,2010.0,Shooter,Ubisoft,0.12,46.0,6.8
Ferrari Challenge Trofeo Pirelli,2008.0,Racing,System 3 Arcade Software,0.12,,7
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1995.0,Misc,Sega,0.12,,
Chase: Hollywood Stunt Driver,2002.0,Racing,BAM! Entertainment,0.12,60.0,7.4
Mobile Suit Gundam Side Story: Missing Link,2014.0,Action,Namco Bandai Games,0.12,,
Thor: God of Thunder,2011.0,Action,Sega,0.12,64.0,7.2
The X Files: Resist or Serve,2004.0,Adventure,Vivendi Games,0.12,67.0,8.4
Touch My Katamari ,2011.0,Puzzle,Namco Bandai Games,0.12,69.0,7.4
PixelJunk Monsters Deluxe,2010.0,Strategy,Sony Computer Entertainment,0.12,86.0,7.9
Saru! Get You! Million Monkeys,,Platform,Unknown,0.12,,
Curious George,2006.0,Action,Namco Bandai Games,0.12,53.0,7.7
Killer is Dead,2013.0,Action,Deep Silver,0.12,64.0,7.2
Don Bradman Cricket 14,2015.0,Sports,Tru Blu Entertainment,0.12,76.0,7.4
Megamind: Ultimate Showdown,2010.0,Action,THQ,0.12,33.0,4.3
Zathura,2005.0,Adventure,Take-Two Interactive,0.12,43.0,2
Medarot DS: Kabuto / Kuwagata Ver.,2010.0,Role-Playing,Rocket Company,0.12,,
Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,Role-Playing,Tecmo Koei,0.12,75.0,8.1
Mytran Wars,2009.0,Strategy,Deep Silver,0.12,68.0,8.8
Making History: The Great War,2010.0,Strategy,Namco Bandai Games,0.12,,
NCIS,2011.0,Adventure,Ubisoft,0.12,50.0,4
Undead Knights,2009.0,Action,Ubisoft Annecy,0.12,63.0,8
Ninja Reflex,2008.0,Action,Electronic Arts,0.12,49.0,6
Cel Damage,2001.0,Racing,Electronic Arts,0.12,65.0,8.4
Sword Art Online: Hollow Fragment,2015.0,Role-Playing,Namco Bandai Games,0.12,,
Supremacy MMA,2011.0,Fighting,505 Games,0.12,47.0,6.5
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,2007.0,Misc,Namco Bandai Games,0.12,,
The God of War Trilogy,2010.0,Action,Sony Computer Entertainment,0.12,,
Lunar: Dragon Song,2005.0,Role-Playing,Rising Star Games,0.12,59.0,6.2
Breakdown,2004.0,Adventure,Electronic Arts,0.12,71.0,8.2
Ecco the Dolphin,1992.0,Adventure,Sega,0.12,,
Solitaire & Mahjong,2009.0,Puzzle,Crave Entertainment,0.12,,
Venetica,2010.0,Role-Playing,DTP Entertainment,0.12,47.0,6.5
Looney Tunes: Sheep Raider,2001.0,Platform,Infogrames,0.12,72.0,8.8
Geometry Wars: Galaxies,2007.0,Shooter,Vivendi Games,0.12,80.0,8.2
Robinson: The Journey,2016.0,Action,Crytek,0.12,65.0,6.9
Conduit 2,2011.0,Shooter,Sega,0.12,64.0,7.6
Harvest Moon 2 GBC,1999.0,Simulation,Ubisoft,0.12,,
Rise of the Tomb Raider,2016.0,Adventure,Square Enix,0.12,86.0,7.9
X2: Wolverine's Revenge,2003.0,Platform,Activision,0.12,62.0,6.6
Hatsune Miku: Project Diva X,2016.0,Misc,Sega,0.12,83.0,8
McDROID,2011.0,Strategy,Namco Bandai Games,0.12,,
Lego Star Wars: The Force Awakens,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,,6.9
Gallop Racer 2000,2000.0,Sports,Tecmo Koei,0.12,,
Godzilla Unleashed: Double Smash,2007.0,Action,Atari,0.12,28.0,4.9
Macross Triangle Frontier,2011.0,Action,Namco Bandai Games,0.12,,
SpongeBob's Surf & Skate Roadtrip,2011.0,Action,THQ,0.12,,
Dishonored 2,2016.0,Action,Bethesda Softworks,0.12,86.0,6
The Smurfs 2,2013.0,Platform,Ubisoft,0.12,,5.4
Street Hoops,,Sports,Unknown,0.12,56.0,7.3
Backyard Sports Football: Rookie Rush,2010.0,Sports,Atari,0.12,,
Transformers: War for Cybertron -- Decepticons,2010.0,Action,Activision,0.12,,
Rocket: Robot on Wheels,1999.0,Platform,Ubisoft,0.12,,
Densha De Go! 64,1999.0,Simulation,Taito,0.12,,
NFL QB Club 2001,2000.0,Sports,Acclaim Entertainment,0.12,,
Earthworm Jim 3D,1999.0,Platform,Interplay,0.12,,
NPPL: Championship Paintball 2009,2008.0,Shooter,Activision Value,0.12,44.0,7.3
Shin Megami Tensei: Devil Survivor 2,2015.0,Role-Playing,Atlus,0.12,,
Atelier Annie: Alchemists of Sera Island,2009.0,Role-Playing,Gust,0.12,70.0,6.7
WRC: FIA World Rally Championship,,Racing,Black Bean Games,0.12,66.0,6
PBR: Out of the Chute,2008.0,Sports,Crave Entertainment,0.12,,
WWE SmackDown vs Raw 2008,2007.0,Fighting,THQ,0.12,61.0,6.6
Godzilla: Destroy All Monsters Melee,,Fighting,Unknown,0.12,71.0,6.8
College Hoops 2K6,2006.0,Sports,Take-Two Interactive,0.12,70.0,7.3
Dragon Quest Builders: Revive Alefgard,2016.0,Role-Playing,Square Enix,0.12,,
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,2005.0,Racing,THQ,0.12,,
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,2011.0,Fighting,Namco Bandai Games,0.12,,
Fate/Extra CCC,2013.0,Action,Marvelous Entertainment,0.12,,
Fat Princess: Fistful of Cake,2010.0,Action,Sony Computer Entertainment,0.12,74.0,8.7
Burning Road,1996.0,Racing,FunSoft,0.12,,
Sonic Adventure 2,2001.0,Platform,Sega,0.12,89.0,8.6
Slayers,1994.0,Role-Playing,Banpresto,0.12,,
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,2010.0,Strategy,Namco Bandai Games,0.12,,
Space Chimps,2008.0,Platform,Brash Entertainment,0.12,,6.6
Backyard Sports Football: Rookie Rush,2010.0,Sports,Atari,0.12,,
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,2005.0,Misc,Vivendi Games,0.12,,
Famicom Mini: TwinBee,2004.0,Shooter,Konami Digital Entertainment,0.12,,
Tony Hawk's Pro Skater 5,2015.0,Sports,Activision,0.12,39.0,2.1
Gladiator: Sword of Vengeance,2003.0,Action,Acclaim Entertainment,0.12,65.0,5.8
Rodea the Sky Soldier,2015.0,Action,Nippon Ichi Software,0.12,45.0,6.5
Yakuza Kiwami,2016.0,Adventure,Sega,0.12,,
Pinball Hall of Fame: The Williams Collection,2009.0,Misc,Crave Entertainment,0.12,83.0,8.3
Ultimate Card Games,2003.0,Misc,Telegames,0.12,87.0,
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,2001.0,Sports,Konami Digital Entertainment,0.12,,
NBA 2K17,2016.0,Sports,Take-Two Interactive,0.12,,3.4
Academy of Champions: Soccer,2009.0,Sports,Ubisoft,0.12,64.0,6.8
Overlord: Raising Hell,2008.0,Action,Codemasters,0.12,72.0,7.7
Wallace & Gromit: Curse of the Were-Rabbit,2005.0,Adventure,Konami Digital Entertainment,0.12,,
Power Gig: Rise of the SixString,2010.0,Misc,Unknown,0.12,36.0,2.1
Monster Jam: Path of Destruction,2010.0,Racing,Activision,0.12,,5
NFL Head Coach,2006.0,Sports,Electronic Arts,0.12,69.0,7.1
Medarot 4: Kabuto / Kuwagata Version,2001.0,Role-Playing,Imagineer,0.12,,
Kidz Sports: Crazy Golf,2008.0,Sports,Data Design Interactive,0.12,,3.4
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,2010.0,Shooter,Namco Bandai Games,0.12,,
Deepak Chopra's Leela,2011.0,Misc,THQ,0.12,,3.5
Onimusha: Blade Warriors,2003.0,Fighting,Capcom,0.12,65.0,6.9
One Piece: Super Grand Battle! X,2014.0,Fighting,Namco Bandai Games,0.12,,
Disney's Extreme Skate Adventure,2003.0,Sports,Activision,0.12,76.0,7.6
Akuji the Heartless,1998.0,Platform,Eidos Interactive,0.12,,
NBA 2K2,2002.0,Sports,Sega,0.12,90.0,8
Akiba's Trip: Undead & Undressed,2014.0,Action,Acquire,0.12,,
Psychonauts,2005.0,Platform,THQ,0.12,88.0,9
Tales of Berseria,2016.0,Role-Playing,Namco Bandai Games,0.12,,
Jeremy McGrath Supercross World,2002.0,Racing,Acclaim Entertainment,0.12,36.0,5.6
Uta no * Prince-Sama: All Star,2013.0,Action,Broccoli,0.12,,
HardBall 5,1996.0,Sports,SPS,0.12,,
Airborne Troops: Countdown to D-Day,2005.0,Shooter,Playlogic Game Factory,0.12,39.0,8.1
MLB Inside Pitch 2003,2003.0,Sports,Microsoft Game Studios,0.12,,
Jikkyou Powerful Pro Yakyuu 2014,2014.0,Sports,Konami Digital Entertainment,0.12,,
The Sky Crawlers: Innocent Aces,2008.0,Simulation,Namco Bandai Games,0.12,74.0,7.9
Battle Arena Toshinden Remix,1994.0,Fighting,Sega,0.12,,
nail'd,2010.0,Racing,Deep Silver,0.12,66.0,6.2
Lost Magic,2006.0,Role-Playing,Ubisoft,0.12,68.0,8.2
A.C.E.: Another Century's Episode Portable,2011.0,Simulation,Namco Bandai Games,0.12,,
Marvel Avengers: Battle for Earth,2012.0,Action,Ubisoft,0.12,50.0,5
Jikkyou Powerful Pro Yakyuu 9,2002.0,Sports,Konami Digital Entertainment,0.12,,
Alice: Madness Returns,2011.0,Adventure,Electronic Arts,0.12,75.0,8.4
Crime Killer,1998.0,Racing,Interplay,0.12,,
Petz Puppyz & Kittenz,2011.0,Misc,Ubisoft,0.12,,
Raiden IV,2008.0,Shooter,Moss,0.12,63.0,7.8
Tom Clancy's Splinter Cell: Blacklist,2013.0,Action,Ubisoft,0.12,75.0,7.8
SD Gundam G Generation-F.I.F,2001.0,Strategy,Namco Bandai Games,0.12,,
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,1994.0,Fighting,Angel Studios,0.12,,
Phantasy Star Universe,2006.0,Role-Playing,Sega,0.12,64.0,7.4
Peggle: Dual Shot,2009.0,Puzzle,PopCap Games,0.12,84.0,8.2
NPPL: Championship Paintball 2009,2008.0,Shooter,Activision Value,0.12,,7.7
Spider-Man: Edge of Time,2011.0,Action,Activision,0.12,50.0,6.4
Cruis'n,2007.0,Racing,Midway Games,0.12,25.0,3.7
Samurai Warriors 4-II,2015.0,Action,Tecmo Koei,0.12,73.0,7.3
Harukanaru Augusta 2: Masters,1993.0,Sports,T&E Soft,0.12,,
Castlevania: Curse of Darkness,2005.0,Action,Konami Digital Entertainment,0.12,74.0,7
Love Live! School Idol Paradise,2014.0,Misc,Kadokawa Games,0.12,,
Lost Planet 3,2013.0,Shooter,Capcom,0.12,58.0,5.8
Battles of Prince of Persia,2005.0,Strategy,Ubisoft,0.12,64.0,7.7
Mobil 1 Rally Championship,2000.0,Racing,Electronic Arts,0.12,,
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,2002.0,Fighting,Spike,0.12,,
Turok: Evolution,2002.0,Shooter,Acclaim Entertainment,0.12,72.0,7
Marvel Trading Card Game,2007.0,Misc,Konami Digital Entertainment,0.12,61.0,4.9
Rugrats: Totally Angelica,2001.0,Adventure,THQ,0.12,,
Nightshade,2003.0,Action,Sega,0.12,68.0,7.7
CSI: Crime Scene Investigation,2004.0,Adventure,Ubisoft,0.12,45.0,7.3
LEGO Batman 2: DC Super Heroes,2013.0,Action,Warner Bros. Interactive Entertainment,0.12,77.0,7.3
Buffy the Vampire Slayer: Chaos Bleeds,2003.0,Action,Vivendi Games,0.12,73.0,8.4
Onechanbara: Bikini Zombie Slayers,2008.0,Action,D3Publisher,0.12,55.0,8
Hanagumi Taisen Columns,1997.0,Puzzle,Sega,0.12,,
Tropico 5,2014.0,Simulation,Kalypso Media,0.12,75.0,7
Tales of Destiny 2,2007.0,Role-Playing,Namco Bandai Games,0.12,,
Reality Fighters,2012.0,Fighting,Sony Computer Entertainment,0.12,54.0,3.8
Power Pro Kun Pocket 14,2011.0,Sports,Konami Digital Entertainment,0.12,,
Dragon Ball: Origins,2008.0,Action,Atari,0.12,78.0,7.5
Jikkyou Powerful Pro Baseball 2016,2016.0,Sports,Konami Digital Entertainment,0.12,,
FIFA 17,2016.0,Sports,Electronic Arts,0.12,84.0,4.2
