Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Year
45,1,PhD,Data Scientist,18,180000,Canada,True,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,China,False,2015
40,0,Master's Degree,Human Resources Manager,11,120000,China,False,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,UK,False,2016
29,0,High School,Junior Sales Associate,1,30000,USA,False,2015
44,1,PhD,Data Scientist,16,160000,Canada,False,2017
26,1,Bachelor's Degree,Software Developer,3,60000,China,False,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,USA,False,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,UK,False,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,Canada,False,2015
42,1,PhD,Data Scientist,13,140000,China,True,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,False,2016
28,1,High School,Junior Sales Associate,2,35000,Australia,True,2015
39,0,Master's Degree,Marketing Manager,10,110000,UK,False,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,Australia,True,2015
45,1,PhD,Data Scientist,18,180000,UK,True,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,True,2015
40,0,Master's Degree,Human Resources Manager,11,120000,UK,True,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,China,False,2016
29,0,High School,Junior Sales Associate,1,30000,Australia,False,2015
44,1,PhD,Data Scientist,16,160000,Australia,True,2017
26,1,Bachelor's Degree,Software Developer,3,60000,Canada,True,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,China,False,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,UK,False,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,China,False,2015
42,1,PhD,Data Scientist,13,140000,China,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Canada,False,2016
28,1,High School,Junior Sales Associate,2,35000,UK,True,2015
39,0,Master's Degree,Marketing Manager,10,110000,UK,False,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,China,False,2015
45,1,PhD,Data Scientist,18,180000,Canada,False,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,USA,False,2015
40,0,Master's Degree,Human Resources Manager,11,120000,Australia,True,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,China,False,2016
29,0,High School,Junior Sales Associate,1,30000,Australia,False,2015
44,1,PhD,Data Scientist,16,160000,Canada,True,2017
26,1,Bachelor's Degree,Software Developer,3,60000,Australia,False,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,China,False,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,China,False,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,UK,False,2015
42,1,PhD,Data Scientist,13,140000,Australia,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,True,2016
28,1,High School,Junior Sales Associate,2,35000,Australia,True,2015
39,0,Master's Degree,Marketing Manager,10,110000,UK,False,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,USA,False,2015
45,1,PhD,Data Scientist,18,180000,UK,False,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,True,2015
40,0,Master's Degree,Human Resources Manager,11,120000,Australia,True,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,Australia,True,2016
29,0,High School,Junior Sales Associate,1,30000,Australia,False,2015
44,1,PhD,Data Scientist,16,160000,Canada,False,2017
26,1,Bachelor's Degree,Software Developer,3,60000,USA,False,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,Canada,True,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,China,True,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,Australia,False,2015
42,1,PhD,Data Scientist,13,140000,USA,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,China,False,2016
28,1,High School,Junior Sales Associate,2,35000,UK,True,2015
39,0,Master's Degree,Marketing Manager,10,110000,China,False,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,UK,False,2015
45,1,PhD,Data Scientist,18,180000,China,True,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,USA,False,2015
40,0,Master's Degree,Human Resources Manager,11,120000,Canada,False,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,Australia,False,2016
29,0,High School,Junior Sales Associate,1,30000,Australia,False,2015
44,1,PhD,Data Scientist,16,160000,China,True,2017
26,1,Bachelor's Degree,Software Developer,3,60000,Australia,False,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,Canada,True,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,USA,False,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,Canada,True,2015
42,1,PhD,Data Scientist,13,140000,USA,True,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,UK,True,2016
28,1,High School,Junior Sales Associate,2,35000,Australia,False,2015
39,0,Master's Degree,Marketing Manager,10,110000,China,True,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,China,True,2015
45,1,PhD,Data Scientist,18,180000,Canada,True,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,UK,False,2015
40,0,Master's Degree,Human Resources Manager,11,120000,Canada,True,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,USA,True,2016
29,0,High School,Junior Sales Associate,1,30000,China,True,2015
44,1,PhD,Data Scientist,16,160000,Australia,False,2017
26,1,Bachelor's Degree,Software Developer,3,60000,USA,False,2015
36,0,Master's Degree,Marketing Coordinator,8,85000,Australia,False,2016
31,1,Bachelor's Degree,Operations Manager,5,70000,Canada,True,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,UK,False,2015
42,1,PhD,Data Scientist,13,140000,USA,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,False,2016
28,1,High School,Junior Sales Associate,2,35000,UK,False,2015
39,0,Master's Degree,Marketing Manager,10,110000,Australia,True,2017
31,1,Bachelor's Degree,Software Engineer,4,65000,Australia,False,2015
45,1,PhD,Data Scientist,18,180000,Canada,False,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,Canada,False,2015
40,0,Master's Degree,Human Resources Manager,11,120000,China,True,2017
33,1,Bachelor's Degree,Operations Manager,6,75000,Australia,False,2016
29,0,High School,Junior Sales Associate,1,30000,UK,False,2015
44,1,PhD,Data Scientist,16,160000,UK,True,2017
26,1,Bachelor's Degree,Software Developer,3,60000,Australia,True,2015
27,1,Bachelor's Degree,Software Engineer,3,60000,UK,False,2015
38,0,Master's Degree,Marketing Manager,9,100000,UK,False,2016
44,1,PhD,Data Scientist,15,150000,USA,False,2017
30,0,Bachelor's Degree,Human Resources Coordinator,4,55000,Canada,False,2015
23,1,High School,Junior Sales Associate,1,30000,Canada,False,2015
28,0,Master's Degree,Software Developer,5,70000,China,False,2016
34,1,Bachelor's Degree,Operations Manager,8,90000,China,True,2016
25,0,Master's Degree,Marketing Coordinator,2,40000,Canada,False,2015
41,1,PhD,Data Scientist,12,130000,USA,True,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,USA,False,2016
26,1,High School,Junior Sales Associate,2,35000,Australia,False,2015
37,0,Master's Degree,Marketing Manager,10,110000,China,True,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,Canada,True,2015
46,1,PhD,Data Scientist,18,180000,UK,True,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,USA,False,2015
39,0,Master's Degree,Human Resources Manager,11,120000,USA,True,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,China,True,2016
28,0,High School,Junior Sales Associate,1,30000,USA,False,2015
43,1,PhD,Data Scientist,16,160000,Australia,False,2017
27,1,Bachelor's Degree,Software Developer,3,60000,Canada,False,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,UK,False,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,USA,False,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,USA,False,2015
41,1,PhD,Data Scientist,13,140000,UK,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,UK,True,2016
27,1,High School,Junior Sales Associate,2,35000,China,True,2015
38,0,Master's Degree,Marketing Manager,10,110000,USA,True,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,Canada,False,2015
46,1,PhD,Data Scientist,18,180000,Canada,True,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,True,2015
39,0,Master's Degree,Human Resources Manager,11,120000,USA,True,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,China,False,2016
28,0,High School,Junior Sales Associate,1,30000,China,False,2015
43,1,PhD,Data Scientist,16,160000,Australia,False,2017
27,1,Bachelor's Degree,Software Developer,3,60000,UK,False,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,USA,False,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,USA,False,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,UK,False,2015
41,1,PhD,Data Scientist,13,140000,USA,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,USA,False,2016
27,1,High School,Junior Sales Associate,2,35000,USA,False,2015
38,0,Master's Degree,Marketing Manager,10,110000,USA,False,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,UK,False,2015
46,1,PhD,Data Scientist,18,180000,Canada,False,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,China,False,2015
39,0,Master's Degree,Human Resources Manager,11,120000,USA,False,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,UK,False,2016
28,0,High School,Junior Sales Associate,1,30000,China,True,2015
43,1,PhD,Data Scientist,16,160000,Canada,True,2017
27,1,Bachelor's Degree,Software Developer,3,60000,China,False,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,China,False,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,UK,False,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,USA,False,2015
41,1,PhD,Data Scientist,13,140000,UK,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,False,2016
27,1,High School,Junior Sales Associate,2,35000,USA,True,2015
38,0,Master's Degree,Marketing Manager,10,110000,Australia,False,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,Canada,False,2015
46,1,PhD,Data Scientist,18,180000,UK,False,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,False,2015
39,0,Master's Degree,Human Resources Manager,11,120000,Canada,False,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,China,False,2016
28,0,High School,Junior Sales Associate,1,30000,China,False,2015
43,1,PhD,Data Scientist,16,160000,Canada,False,2017
27,1,Bachelor's Degree,Software Developer,3,60000,China,True,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,Canada,False,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,Canada,True,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,China,False,2015
41,1,PhD,Data Scientist,13,140000,UK,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,Canada,True,2016
27,1,High School,Junior Sales Associate,2,35000,Australia,False,2015
38,0,Master's Degree,Marketing Manager,10,110000,USA,False,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,Australia,False,2015
46,1,PhD,Data Scientist,18,180000,Australia,True,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,USA,False,2015
39,0,Master's Degree,Human Resources Manager,11,120000,Canada,False,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,USA,False,2016
28,0,High School,Junior Sales Associate,1,30000,Australia,False,2015
43,1,PhD,Data Scientist,16,160000,Australia,True,2017
27,1,Bachelor's Degree,Software Developer,3,60000,Canada,False,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,UK,False,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,Australia,False,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,USA,True,2015
41,1,PhD,Data Scientist,13,140000,Australia,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,Canada,False,2016
27,1,High School,Junior Sales Associate,2,35000,Canada,False,2015
38,0,Master's Degree,Marketing Manager,10,110000,UK,False,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,UK,True,2015
46,1,PhD,Data Scientist,18,180000,UK,False,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,True,2015
39,0,Master's Degree,Human Resources Manager,11,120000,UK,False,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,USA,False,2016
28,0,High School,Junior Sales Associate,1,30000,UK,False,2015
43,1,PhD,Data Scientist,16,160000,UK,False,2017
27,1,Bachelor's Degree,Software Developer,3,60000,China,False,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,China,True,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,China,False,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,Canada,False,2015
41,1,PhD,Data Scientist,13,140000,Canada,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,False,2016
27,1,High School,Junior Sales Associate,2,35000,Australia,False,2015
38,0,Master's Degree,Marketing Manager,10,110000,Canada,False,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,China,False,2015
46,1,PhD,Data Scientist,18,180000,UK,False,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,Canada,True,2015
39,0,Master's Degree,Human Resources Manager,11,120000,China,False,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,USA,False,2016
28,0,High School,Junior Sales Associate,1,30000,USA,False,2015
43,1,PhD,Data Scientist,16,160000,Canada,False,2017
27,1,Bachelor's Degree,Software Developer,3,60000,UK,False,2015
35,0,Master's Degree,Marketing Coordinator,8,85000,UK,False,2016
30,1,Bachelor's Degree,Operations Manager,5,70000,UK,False,2016
26,0,Master's Degree,Human Resources Coordinator,3,50000,China,True,2015
41,1,PhD,Data Scientist,13,140000,Canada,False,2017
33,0,Bachelor's Degree,Human Resources Manager,6,75000,Canada,True,2016
27,1,High School,Junior Sales Associate,2,35000,UK,True,2015
38,0,Master's Degree,Marketing Manager,10,110000,UK,False,2017
29,1,Bachelor's Degree,Software Engineer,4,65000,Canada,False,2015
46,1,PhD,Data Scientist,18,180000,China,True,2017
26,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,True,2015
39,0,Master's Degree,Human Resources Manager,11,120000,Australia,False,2017
32,1,Bachelor's Degree,Operations Manager,6,75000,Canada,False,2016
28,0,High School,Junior Sales Associate,1,30000,Canada,True,2015
43,1,PhD,Data Scientist,16,160000,Australia,True,2017
27,1,Bachelor's Degree,Software Developer,3,60000,China,False,2015
24,1,Bachelor's Degree,Software Engineer,2,55000,Canada,False,2015
32,0,Master's Degree,Marketing Manager,7,90000,UK,False,2016
45,1,PhD,Data Scientist,16,160000,Australia,False,2017
28,0,Bachelor's Degree,Human Resources Coordinator,4,60000,Canada,True,2015
22,1,High School,Junior Sales Associate,1,25000,USA,False,2015
29,0,Master's Degree,Software Developer,5,70000,Australia,False,2016
36,1,Bachelor's Degree,Operations Manager,8,100000,Australia,False,2016
27,0,Bachelor's Degree,Marketing Coordinator,3,45000,UK,False,2015
42,1,PhD,Data Scientist,14,140000,Australia,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Canada,False,2016
25,1,High School,Junior Sales Associate,2,30000,USA,False,2015
39,0,Master's Degree,Marketing Manager,11,120000,Canada,False,2017
30,1,Bachelor's Degree,Software Engineer,4,65000,Canada,True,2015
47,1,PhD,Data Scientist,19,190000,Australia,False,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,China,False,2015
40,0,Master's Degree,Human Resources Manager,12,130000,China,False,2017
33,1,Bachelor's Degree,Operations Manager,7,85000,Australia,False,2016
29,0,High School,Junior Sales Associate,1,25000,Australia,False,2015
44,1,PhD,Data Scientist,15,150000,China,True,2017
28,1,Bachelor's Degree,Software Developer,3,60000,Australia,False,2015
36,0,Master's Degree,Marketing Coordinator,9,100000,USA,False,2016
31,1,Bachelor's Degree,Operations Manager,6,75000,Canada,True,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,Australia,True,2015
42,1,PhD,Data Scientist,14,140000,China,False,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Canada,False,2016
26,1,High School,Junior Sales Associate,2,30000,China,False,2015
39,0,Master's Degree,Marketing Manager,11,120000,UK,True,2017
30,1,Bachelor's Degree,Software Engineer,4,65000,China,False,2015
47,1,PhD,Data Scientist,19,190000,Australia,True,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,False,2015
40,0,Master's Degree,Human Resources Manager,12,130000,China,True,2017
33,1,Bachelor's Degree,Operations Manager,7,85000,UK,False,2016
29,0,High School,Junior Sales Associate,1,25000,Australia,False,2015
44,1,PhD,Data Scientist,15,150000,Canada,True,2017
28,1,Bachelor's Degree,Software Developer,3,60000,China,False,2015
36,0,Master's Degree,Marketing Coordinator,9,100000,China,False,2016
31,1,Bachelor's Degree,Operations Manager,6,75000,USA,False,2016
27,0,Master's Degree,Human Resources Coordinator,3,50000,USA,False,2015
42,1,PhD,Data Scientist,14,140000,Canada,True,2017
34,0,Bachelor's Degree,Human Resources Manager,6,75000,Australia,True,2016
26,1,High School,Junior Sales Associate,2,30000,USA,True,2015
39,0,Master's Degree,Marketing Manager,11,120000,China,False,2017
30,1,Bachelor's Degree,Software Engineer,4,65000,China,True,2015
47,1,PhD,Data Scientist,19,190000,Australia,False,2017
25,0,Bachelor's Degree,Junior Software Developer,1,35000,Australia,False,2015
40,0,Master's Degree,Human Resources Manager,12,130000,China,False,2017
33,1,Bachelor's Degree,Operations Manager,7,85000,Canada,False,2016
29,0,High School,Junior Sales Associate,1,25000,Canada,False,2015
44,1,PhD,Data Scientist,15,150000,China,True,2017
